frame,total_ms,event_ms,render_ms,swap_ms,gpu_ms,estimated_ticks,jit_runs,svc_calls,import_calls,jni_calls,gl_calls,draw_calls,draw_vertices,buffer_upload_bytes,texture_upload_bytes,allocation_calls,free_calls,reallocation_calls,live_heap_bytes,scene_hint,top_imports,top_gl
1199,16.6585,0.0023,3.6200,13.0351,0.6851,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1200,16.6839,0.0022,3.8728,12.8079,0.6984,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1201,16.8000,0.0026,3.7334,13.0631,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1202,16.5827,0.0027,4.0989,12.4799,0.6810,2883584,2816,2816,2815,0,1929,248,3696,6048,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1203,16.7297,0.0059,3.5695,13.1521,0.6973,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1204,16.6087,0.0013,3.2828,13.3241,0.6943,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1205,16.6399,0.0017,3.7169,12.9208,0.6871,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1206,16.6670,0.0021,5.9212,10.7431,0.7004,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1207,16.6652,0.0032,7.6361,9.0249,0.6851,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1208,16.5918,0.0023,6.6272,9.9615,0.6912,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1209,16.6319,0.0027,5.9144,10.7139,0.6728,2883584,2816,2816,2815,0,1929,248,3696,6048,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1210,16.6601,0.0023,4.5204,12.1367,0.6912,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1211,16.6486,0.0021,4.3861,12.2598,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1212,16.6610,0.0019,4.4186,12.2399,0.6902,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647488,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1213,16.6604,0.5489,4.1731,11.9376,0.6830,2800640,2735,2735,2794,0,1928,248,3696,0,0,48,35,3,49649120,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1214,16.6623,0.0020,4.2575,12.4021,0.6912,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49649120,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1215,16.7018,0.0020,4.4003,12.2989,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49649120,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1216,16.7176,0.0021,4.9222,11.7928,0.6738,2883584,2816,2816,2815,0,1929,248,3696,6048,0,30,30,3,49649120,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1217,16.5323,0.0022,4.3199,12.2096,0.6871,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49649120,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1218,87.8193,84.1544,3.6402,0.0241,0.8561,2989056,2919,2919,5060,42,1932,248,3696,12672,0,190,197,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,memcmp:2066|glVertexAttribPointer:732|memcpy:442|glBindBuffer:272|glUniformMatrix4fv:209|free:194|glDrawArrays:181|malloc:174|glBindTexture:158|glActiveTexture:158,glVertexAttribPointer:732|glBindBuffer:272|glUniformMatrix4fv:209|glDrawArrays:181|glActiveTexture:158|glBindTexture:158|glDrawElements:67|glEnable:61
1219,21.0558,0.0494,3.2748,17.7313,0.6830,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,glVertexAttribPointer:732|memcmp:514|glBindBuffer:272|memcpy:212|glUniformMatrix4fv:209|glDrawArrays:181|glBindTexture:158|glActiveTexture:158|glDrawElements:67|glEnable:61,glVertexAttribPointer:732|glBindBuffer:272|glUniformMatrix4fv:209|glDrawArrays:181|glActiveTexture:158|glBindTexture:158|glDrawElements:67|glEnable:61
1220,7.6784,0.0274,3.3139,4.3367,0.6932,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1221,16.6833,0.0011,3.3152,13.3667,0.7045,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1222,16.6457,0.0016,3.8056,12.8377,0.6943,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1223,16.6660,0.0018,5.1055,11.5580,0.6851,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1224,16.7992,0.0021,5.2223,11.5739,0.6973,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1225,16.6117,0.0022,7.5464,9.0625,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1226,16.6169,0.0034,5.7972,10.8151,0.6738,2882560,2815,2815,2814,0,1929,248,3696,6048,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1227,16.6611,0.0021,4.5209,12.1375,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1228,16.6521,0.0017,3.6581,12.9915,0.6912,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1229,16.6730,0.0020,4.1695,12.5010,0.6840,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1230,16.6949,0.0019,4.3424,12.3500,0.6912,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1231,16.6263,0.0022,4.7928,11.8306,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1232,16.6388,0.0020,4.3798,12.2564,0.6912,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1233,16.7070,0.0019,4.5277,12.1767,0.6738,2883584,2816,2816,2815,0,1929,248,3696,6048,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1234,16.6427,0.0018,4.3168,12.3235,0.6912,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1235,16.6634,0.0021,4.7030,11.9576,0.6830,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1236,16.6285,0.0021,4.3708,12.2549,0.6902,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1237,16.7062,0.0021,4.4165,12.2869,0.6840,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1238,16.6436,0.0021,4.5529,12.0880,0.6922,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1239,16.6586,0.0022,4.7595,11.8963,0.6728,2882560,2815,2815,2814,0,1929,248,3696,6048,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1240,16.6540,0.0020,4.3781,12.2732,0.6902,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1241,16.6678,0.0018,4.3935,12.2718,0.6830,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1242,16.6614,0.0018,4.4139,12.2449,0.6912,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1243,16.6481,0.0019,4.4454,12.2000,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1244,16.6668,0.0018,4.4250,12.2394,0.6912,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1245,16.6402,0.0021,4.9494,11.6881,0.6840,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1246,16.6830,0.0020,4.5249,12.1555,0.6738,2882560,2815,2815,2814,0,1929,248,3696,6048,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1247,16.6835,0.0018,4.3203,12.3608,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1248,16.6277,0.0018,4.4431,12.1822,0.6902,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1249,16.6673,0.0019,4.4254,12.2395,0.6830,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1250,16.6386,0.0016,4.4344,12.2020,0.6922,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1251,16.6901,0.0019,4.4039,12.2836,0.6830,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1252,16.7152,0.0022,4.6354,12.0768,0.6769,2883584,2816,2816,2815,0,1929,248,3696,6048,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1253,16.6780,0.0021,6.1310,10.5442,0.6820,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1254,16.5719,0.0038,7.6922,8.8746,0.6912,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1255,16.6579,0.0021,4.4536,12.2016,0.6830,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1256,16.6886,0.0020,4.5537,12.1323,0.6912,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1257,16.6589,0.0021,4.5196,12.1366,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1258,16.7180,0.0019,4.5075,12.2078,0.6738,2882560,2815,2815,2814,0,1929,248,3696,6048,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1259,16.7630,0.0018,6.2132,10.5471,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1260,16.6246,0.0034,6.5659,10.0539,0.6912,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1261,16.5844,0.0023,4.8112,11.7699,0.6830,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1262,16.6684,0.0021,4.7981,11.8675,0.6922,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1263,16.6526,0.0021,4.9092,11.7405,0.6840,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1264,16.6586,0.0023,4.8029,11.8527,0.6728,2882560,2815,2815,2814,0,1929,248,3696,6048,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1265,16.6508,0.0021,4.6979,11.9502,0.6820,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1266,16.6563,0.0021,4.8113,11.8421,0.6912,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1267,16.6614,0.0024,4.7846,11.8737,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1268,16.6596,0.0021,4.8213,11.8355,0.6912,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1269,16.6668,0.0022,4.8044,11.8594,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1270,16.6434,0.0023,4.8861,11.7543,0.6748,2883584,2816,2816,2815,0,1929,248,3696,6048,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1271,16.6904,0.0021,4.7336,11.9540,0.6881,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1272,16.8678,0.0020,4.8036,12.0613,0.6912,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1273,16.4518,0.0024,4.8338,11.6144,0.6830,2800640,2735,2735,2734,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
1274,16.6509,0.0022,4.6680,11.9798,0.6912,2799616,2734,2734,2733,0,1928,248,3696,0,0,30,30,3,49647632,Response: 1~|~123123~|~2~|~Dark Nights Darker Dawns~|~3~|~295~|~4~|~firebanesword~|~5~|~5.04~|~6~|~~|~10~|~http%3A%2F%2Faudio.ngfiles.com%2F123000%2F123123_Fire,,
